page	route	sequence	name	date	location	miles	chains	restriction
0061	GW108	001	Fordgate to Penzance MLN1 Western	05/08/06	Fordgate	154	12	
0061	GW108	001	Fordgate to Penzance MLN1 Western	05/08/06	Cogload Jn	158	23	Up
0061	GW108	001	Fordgate to Penzance MLN1 Western	05/08/06	Cogload Jn	158	50	Down
0061	GW108	001	Fordgate to Penzance MLN1 Western	05/08/06	NRN Channel change	158	65	
0061	GW108	001	Fordgate to Penzance MLN1 Western	05/08/06	Cogload HABD	158	70	
0061	GW108	001	Fordgate to Penzance MLN1 Western	05/08/06	Hyde Farm LC	160	75	UWC
0061	GW108	001	Fordgate to Penzance MLN1 Western	05/08/06	Broomhay LC	161	32	UWC
0061	GW108	001	Fordgate to Penzance MLN1 Western	05/08/06	Taunton East Jn	162	35	
0061	GW108	001	Fordgate to Penzance MLN1 Western	05/08/06		162	38	
0062	GW108	002	Fordgate to Penzance MLN1 Western	15/12/08	Barrow crossing	163	02	WL
0062	GW108	002	Fordgate to Penzance MLN1 Western	15/12/08	TAUNTON	163	12	
0062	GW108	002	Fordgate to Penzance MLN1 Western	15/12/08		163	23	*
0062	GW108	002	Fordgate to Penzance MLN1 Western	15/12/08		163	31	*
0062	GW108	002	Fordgate to Penzance MLN1 Western	15/12/08	Taunton West Jn	163	34	*
0062	GW108	002	Fordgate to Penzance MLN1 Western	15/12/08		164	24	
0062	GW108	002	Fordgate to Penzance MLN1 Western	15/12/08		164	27	
0062	GW108	002	Fordgate to Penzance MLN1 Western	15/12/08		164	33	*
0063	GW108	003	Fordgate to Penzance MLN1 Western	15/12/08		164	55	*
0063	GW108	003	Fordgate to Penzance MLN1 Western	15/12/08	Norton Filzwarren Jn	164	60	
0063	GW108	003	Fordgate to Penzance MLN1 Western	15/12/08	Network Rail! West Somerset Railway	165	20	
0063	GW108	003	Fordgate to Penzance MLN1 Western	15/12/08	(WSR) Boundary	165	20	X
0063	GW108	003	Fordgate to Penzance MLN1 Western	15/12/08	Victory LC	166	04	AHBC
0063	GW108	003	Fordgate to Penzance MLN1 Western	15/12/08	Bradford-on-Tone LG	167	55	
0063	GW108	003	Fordgate to Penzance MLN1 Western	15/12/08	(AHBC)			Z
0063	GW108	003	Fordgate to Penzance MLN1 Western	15/12/08	Nynehead HABD	168	59	
0063	GW108	003	Fordgate to Penzance MLN1 Western	15/12/08	Wellington	170	19	
0063	GW108	003	Fordgate to Penzance MLN1 Western	15/12/08	Westford (cutless) Footpath	170	58	
0063	GW108	003	Fordgate to Penzance MLN1 Western	15/12/08	LC (RIG)	170	58	X
0063	GW108	003	Fordgate to Penzance MLN1 Western	15/12/08		172	33	
0064	GW108	004	Fordgate to Penzance MLN1 Western	05/08/06	Whitehall Tunnel	173	13	
0064	GW108	004	Fordgate to Penzance MLN1 Western	05/08/06	(999m, 1092 yards)	173	63	
0064	GW108	004	Fordgate to Penzance MLN1 Western	05/08/06	Badcock's Middle LC	175	44	UWC
0064	GW108	004	Fordgate to Penzance MLN1 Western	05/08/06		176	20	
0064	GW108	004	Fordgate to Penzance MLN1 Western	05/08/06	TIVERTOH PARKWAY	177	28	
0064	GW108	004	Fordgate to Penzance MLN1 Western	05/08/06		178	52	
